,type,start_time,end_time
6042,2,50852,50855
6043,3,50858,50862
6044,8,50865,50874
6045,1,50867,50869
6046,7,50875,50883
6047,1,50883,50885
6048,3,50885,50889
6049,3,50885,50889
6050,20,50887,50908
6051,15,50894,50910
6052,4,50902,50907
6053,1,50914,50916
6054,18,50914,50933
6055,3,50915,50919
6056,3,50922,50926
6057,1,50937,50939
6058,3,50942,50946
6059,8,50946,50955
6060,14,50958,50973
6061,4,50965,50970
6062,19,50970,50990
6063,2,50983,50986
6064,1,50988,50990
6065,1,50999,51001
6066,14,51012,51027
6067,7,51021,51029
6068,4,51026,51031
6069,2,51039,51042
6070,20,51048,51069
6071,16,51052,51069
6072,1,51056,51058
6073,3,51061,51065
6074,2,51062,51065
6075,7,51067,51075
6076,20,51082,51103
6077,3,51083,51087
6078,1,51084,51086
6079,8,51093,51102
6080,4,51094,51099
6081,3,51100,51104
6082,1,51146,51148
6083,3,51147,51151
6084,20,51148,51169
6085,2,51156,51159
6086,13,51175,51189
6087,4,51177,51182
6088,8,51180,51189
6089,1,51181,51183
6090,8,51195,51204
6091,1,51200,51202
6092,1,51209,51211
6093,11,51213,51225
6094,4,51219,51224
6095,4,51227,51232
6096,1,51229,51231
6097,1,51229,51231
6098,6,51235,51242
6099,6,51241,51248
6100,8,51253,51262
6101,3,51254,51258
6102,1,51264,51266
6103,2,51265,51268
6104,1,51274,51276
6105,11,51276,51288
6106,4,51278,51283
6107,12,51281,51294
6108,13,51285,51299
6109,1,51287,51289
6110,13,51305,51319
6111,1,51338,51340
6112,1,51347,51349
6113,14,51364,51379
6114,1,51369,51371
6115,3,51383,51387
6116,6,51384,51391
6117,5,51398,51404
6118,7,51404,51412
6119,1,51420,51422
6120,10,51436,51447
6121,10,51452,51463
6122,1,51455,51457
6123,2,51463,51466
6124,1,51468,51470
6125,2,51480,51483
6126,1,51492,51494
6127,2,51501,51504
6128,2,51503,51506
6129,2,51507,51510
6130,4,51518,51523
6131,6,51518,51525
6132,7,51519,51527
6133,1,51521,51523
6134,5,51527,51533
6135,1,51540,51542
6136,9,51540,51550
6137,1,51546,51548
6138,2,51569,51572
6139,12,51575,51588
6140,6,51578,51585
6141,1,51587,51589
6142,1,51592,51594
6143,1,51606,51608
6144,1,51615,51617
6145,5,51616,51622
6146,4,51624,51629
6147,6,51632,51639
6148,4,51654,51659
6149,19,51672,51692
6150,1,51676,51678
6151,4,51687,51692
6152,13,51699,51713
6153,11,51700,51712
6154,2,51703,51706
6155,3,51733,51737
6156,1,51781,51783
6157,6,51799,51806
6158,6,51807,51814
6159,4,51810,51815
6160,8,51824,51833
6161,1,51840,51842
6162,6,51858,51865
6163,7,51867,51875
6164,3,51871,51875
6165,1,51879,51881
6166,9,51886,51896
6167,3,51902,51906
6168,2,51909,51912
6169,3,51915,51919
6170,1,51932,51934
6171,4,51938,51943
6172,3,51944,51948
6173,4,51948,51953
6174,2,51954,51957
6175,1,51970,51972
6176,1,51979,51981
6177,2,51993,51996
6178,5,51996,52002
6179,14,52020,52035
6180,6,52023,52030
6181,2,52028,52031
6182,12,52034,52047
6183,1,52037,52039
6184,3,52051,52055
6185,2,52055,52058
6186,1,52077,52079
6187,1,52081,52083
6188,6,52082,52089
6189,10,52097,52108
6190,1,52139,52141
6191,13,52144,52158
6192,1,52151,52153
6193,11,52158,52170
6194,1,52158,52160
6195,13,52170,52184
6196,5,52182,52188
6197,7,52182,52190
6198,1,52183,52185
6199,1,52206,52208
6200,1,52208,52210
6201,1,52209,52211
6202,3,52210,52214
6203,16,52213,52230
6204,6,52218,52225
6205,1,52221,52223
6206,12,52227,52240
6207,3,52235,52239
6208,6,52270,52277
6209,14,52289,52304
6210,14,52293,52308
6211,9,52296,52306
6212,2,52300,52303
6213,7,52312,52320
6214,2,52314,52317
6215,13,52326,52340
6216,1,52333,52335
6217,1,52344,52346
6218,5,52344,52350
6219,2,52346,52349
6220,1,52354,52356
6221,3,52363,52367
6222,17,52386,52404
6223,18,52411,52430
6224,5,52443,52449
6225,6,52446,52453
6226,1,52448,52450
6227,3,52469,52473
6228,1,52473,52475
6229,6,52484,52491
6230,1,52514,52516
6231,6,52530,52537
6232,2,52535,52538
6233,3,52546,52550
6234,5,52560,52566
6235,1,52562,52564
6236,1,52569,52571
6237,2,52570,52573
6238,9,52572,52582
6239,4,52575,52580
6240,14,52575,52590
6241,2,52576,52579
6242,4,52610,52615
6243,1,52615,52617
6244,12,52622,52635
6245,1,52623,52625
6246,1,52624,52626
6247,12,52644,52657
6248,1,52664,52666
6249,1,52699,52701
6250,3,52719,52723
6251,2,52726,52729
6252,2,52731,52734
6253,14,52735,52750
6254,5,52747,52753
6255,12,52752,52765
6256,2,52758,52761
6257,10,52760,52771
6258,1,52761,52763
6259,1,52762,52764
6260,2,52769,52772
6261,2,52770,52773
6262,4,52820,52825
6263,10,52823,52834
6264,5,52831,52837
6265,3,52833,52837
6266,1,52835,52837
6267,1,52837,52839
6268,2,52838,52841
6269,5,52847,52853
6270,1,52849,52851
6271,8,52853,52862
6272,13,52853,52867
6273,5,52859,52865
6274,19,52862,52882
6275,4,52870,52875
6276,1,52874,52876
6277,10,52884,52895
6278,11,52901,52913
6279,1,52923,52925
6280,8,52965,52974
6281,1,52968,52970
6282,3,52970,52974
6283,19,52985,53005
6284,14,52986,53001
6285,1,52999,53001
6286,1,52999,53001
6287,3,53016,53020
6288,4,53016,53021
6289,1,53040,53042
6290,16,53048,53065
6291,6,53080,53087
6292,2,53082,53085
6293,5,53086,53092
6294,4,53089,53094
6295,4,53094,53099
6296,1,53100,53102
6297,1,53130,53132
6298,1,53148,53150
6299,10,53153,53164
6300,1,53156,53158
6301,1,53164,53166
6302,9,53172,53182
6303,5,53177,53183
6304,20,53178,53199
6305,11,53181,53193
6306,12,53182,53195
6307,17,53185,53203
6308,1,53208,53210
6309,2,53208,53211
6310,1,53214,53216
6311,7,53224,53232
6312,1,53227,53229
6313,2,53228,53231
6314,1,53233,53235
6315,2,53235,53238
6316,5,53236,53242
6317,4,53246,53251
6318,3,53281,53285
6319,2,53285,53288
6320,17,53293,53311
6321,1,53303,53305
6322,2,53306,53309
6323,13,53310,53324
6324,3,53323,53327
6325,2,53324,53327
6326,1,53326,53328
6327,1,53331,53333
6328,3,53336,53340
6329,3,53337,53341
6330,2,53348,53351
6331,10,53352,53363
6332,1,53365,53367
6333,3,53379,53383
6334,2,53386,53389
6335,3,53387,53391
6336,5,53401,53407
6337,11,53411,53423
6338,4,53417,53422
6339,4,53427,53432
6340,2,53434,53437
6341,1,53441,53443
6342,4,53450,53455
6343,1,53451,53453
6344,18,53451,53470
6345,15,53452,53468
6346,2,53455,53458
6347,9,53458,53468
6348,1,53464,53466
6349,7,53473,53481
6350,1,53476,53478
6351,1,53485,53487
6352,1,53488,53490
6353,6,53489,53496
6354,5,53518,53524
6355,1,53520,53522
6356,8,53525,53534
6357,5,53537,53543
6358,10,53549,53560
6359,1,53554,53556
6360,15,53556,53572
6361,8,53556,53565
6362,12,53595,53608
6363,2,53626,53629
6364,10,53641,53652
6365,7,53649,53657
6366,1,53656,53658
6367,4,53657,53662
6368,12,53672,53685
6369,3,53675,53679
6370,1,53675,53677
6371,10,53700,53711
6372,18,53700,53719
6373,11,53703,53715
6374,2,53708,53711
6375,4,53709,53714
6376,8,53711,53720
6377,5,53728,53734
6378,9,53741,53751
6379,18,53748,53767
6380,2,53750,53753
6381,3,53754,53758
6382,17,53758,53776
6383,4,53772,53777
6384,10,53779,53790
6385,1,53786,53788
6386,5,53794,53800
6387,4,53795,53800
6388,5,53797,53803
6389,1,53804,53806
6390,1,53810,53812
6391,1,53811,53813
6392,5,53824,53830
6393,3,53829,53833
6394,1,53832,53834
6395,6,53844,53851
6396,2,53846,53849
6397,4,53854,53859
6398,3,53869,53873
6399,1,53897,53899
6400,1,53917,53919
6401,1,53922,53924
6402,3,53925,53929
6403,7,53927,53935
6404,3,53930,53934
6405,5,53936,53942
6406,13,53939,53953
6407,6,53978,53985
6408,3,53982,53986
6409,19,53999,54019
6410,1,54001,54003
6411,7,54012,54020
6412,1,54048,54050
6413,2,54055,54058
6414,1,54061,54063
6415,11,54062,54074
6416,6,54068,54075
6417,1,54072,54074
6418,14,54084,54099
6419,2,54089,54092
6420,1,54089,54091
6421,2,54101,54104
6422,5,54106,54112
6423,5,54118,54124
6424,4,54120,54125
6425,1,54124,54126
6426,4,54125,54130
6427,8,54132,54141
6428,6,54142,54149
6429,5,54146,54152
6430,2,54157,54160
6431,7,54161,54169
6432,4,54166,54171
6433,4,54172,54177
6434,15,54177,54193
6435,6,54178,54185
6436,1,54183,54185
6437,1,54218,54220
6438,2,54232,54235
6439,3,54237,54241
6440,1,54241,54243
6441,2,54242,54245
6442,7,54269,54277
6443,4,54277,54282
6444,8,54281,54290
6445,3,54282,54286
6446,1,54296,54298
6447,4,54306,54311
6448,1,54309,54311
6449,10,54346,54357
6450,10,54385,54396
6451,5,54394,54400
6452,7,54401,54409
6453,1,54430,54432
6454,11,54431,54443
6455,9,54431,54441
6456,14,54441,54456
6457,14,54463,54478
6458,13,54470,54484
6459,3,54478,54482
6460,7,54479,54487
6461,3,54491,54495
6462,3,54521,54525
6463,5,54551,54557
6464,2,54558,54561
6465,2,54566,54569
6466,1,54571,54573
6467,5,54576,54582
6468,2,54581,54584
6469,5,54598,54604
6470,8,54622,54631
6471,14,54624,54639
6472,10,54643,54654
6473,4,54657,54662
6474,1,54673,54675
6475,4,54681,54686
6476,17,54694,54712
6477,18,54706,54725
6478,18,54707,54726
6479,8,54736,54745
6480,1,54747,54749
6481,1,54755,54757
6482,1,54762,54764
6483,10,54770,54781
6484,9,54771,54781
6485,13,54771,54785
6486,6,54775,54782
6487,1,54775,54777
6488,5,54776,54782
6489,2,54779,54782
6490,1,54785,54787
6491,5,54803,54809
6492,1,54805,54807
6493,20,54807,54828
6494,3,54819,54823
6495,2,54832,54835
6496,3,54833,54837
6497,2,54841,54844
6498,8,54842,54851
6499,5,54854,54860
6500,1,54862,54864
6501,2,54868,54871
6502,1,54873,54875
6503,1,54876,54878
6504,2,54877,54880
6505,16,54886,54903
6506,5,54889,54895
6507,17,54905,54923
6508,20,54910,54931
6509,1,54917,54919
6510,13,54919,54933
6511,2,54920,54923
6512,10,54922,54933
6513,1,54940,54942
6514,1,54946,54948
6515,9,54965,54975
6516,5,54971,54977
6517,1,54971,54973
6518,1,54976,54978
6519,3,54978,54982
6520,1,54994,54996
6521,2,54997,55000
6522,1,54999,55001
6523,12,55011,55024
6524,7,55020,55028
6525,1,55025,55027
6526,1,55033,55035
6527,1,55034,55036
6528,3,55060,55064
6529,1,55066,55068
6530,2,55067,55070
6531,3,55068,55072
6532,3,55077,55081
6533,1,55080,55082
6534,1,55082,55084
6535,15,55118,55134
6536,1,55119,55121
6537,1,55126,55128
6538,1,55135,55137
6539,5,55147,55153
6540,10,55150,55161
6541,1,55162,55164
6542,2,55165,55168
6543,10,55174,55185
6544,2,55179,55182
6545,9,55180,55190
6546,1,55183,55185
6547,2,55185,55188
6548,1,55215,55217
6549,6,55221,55228
6550,2,55226,55229
6551,7,55249,55257
6552,10,55255,55266
6553,11,55257,55269
6554,2,55268,55271
6555,5,55276,55282
6556,1,55298,55300
6557,1,55336,55338
6558,6,55339,55346
6559,16,55349,55366
6560,2,55351,55354
6561,17,55355,55373
6562,5,55361,55367
6563,20,55366,55387
6564,1,55370,55372
6565,11,55371,55383
6566,10,55376,55387
6567,2,55376,55379
6568,1,55382,55384
6569,6,55384,55391
6570,12,55386,55399
6571,2,55397,55400
6572,18,55400,55419
6573,20,55406,55427
6574,1,55407,55409
6575,7,55418,55426
6576,8,55421,55430
6577,19,55425,55445
6578,19,55430,55450
6579,1,55439,55441
6580,1,55452,55454
6581,1,55474,55476
6582,6,55478,55485
6583,19,55483,55503
6584,4,55489,55494
6585,1,55497,55499
6586,15,55506,55522
6587,5,55516,55522
6588,4,55518,55523
6589,1,55533,55535
6590,4,55537,55542
6591,3,55538,55542
6592,2,55541,55544
6593,5,55542,55548
6594,20,55542,55563
6595,1,55544,55546
6596,1,55544,55546
6597,1,55552,55554
6598,1,55554,55556
6599,1,55568,55570
6600,1,55576,55578
6601,5,55578,55584
6602,1,55584,55586
6603,7,55587,55595
6604,2,55602,55605
6605,1,55607,55609
6606,10,55640,55651
6607,1,55664,55666
6608,9,55671,55681
6609,2,55686,55689
6610,1,55687,55689
6611,3,55714,55718
6612,1,55715,55717
6613,1,55721,55723
6614,13,55745,55759
6615,19,55762,55782
6616,7,55763,55771
6617,5,55782,55788
6618,2,55790,55793
6619,2,55794,55797
6620,2,55796,55799
6621,13,55805,55819
6622,3,55806,55810
6623,7,55811,55819
6624,1,55814,55816
6625,2,55835,55838
6626,3,55837,55841
6627,5,55837,55843
6628,1,55841,55843
6629,1,55852,55854
6630,1,55857,55859
6631,5,55869,55875
6632,2,55874,55877
6633,2,55883,55886
6634,13,55914,55928
6635,3,55950,55954
6636,2,55971,55974
6637,1,55983,55985
6638,3,55985,55989
6639,2,55991,55994
6640,6,55993,56000
6641,8,55997,56006
6642,1,56000,56002
6643,5,56000,56006
6644,2,56006,56009
6645,2,56015,56018
6646,2,56025,56028
6647,4,56028,56033
6648,1,56074,56076
6649,2,56078,56081
6650,3,56083,56087
6651,2,56086,56089
6652,7,56087,56095
6653,8,56103,56112
6654,7,56110,56118
6655,1,56117,56119
6656,3,56127,56131
6657,2,56132,56135
6658,11,56140,56152
6659,13,56155,56169
6660,6,56155,56162
6661,11,56176,56188
6662,6,56193,56200
6663,1,56197,56199
6664,12,56205,56218
6665,7,56213,56221
6666,1,56215,56217
6667,1,56217,56219
6668,1,56219,56221
6669,3,56221,56225
6670,2,56224,56227
6671,2,56246,56249
6672,1,56248,56250
6673,8,56258,56267
6674,10,56261,56272
6675,1,56278,56280
6676,2,56281,56284
6677,9,56281,56291
6678,1,56286,56288
6679,2,56316,56319
6680,3,56322,56326
6681,1,56326,56328
6682,4,56338,56343
6683,1,56353,56355
6684,8,56375,56384
6685,7,56376,56384
6686,1,56386,56388
6687,1,56386,56388
6688,2,56388,56391
6689,14,56389,56404
6690,11,56392,56404
6691,19,56403,56423
6692,5,56405,56411
6693,16,56412,56429
6694,3,56423,56427
6695,6,56433,56440
6696,2,56437,56440
6697,1,56448,56450
6698,7,56449,56457
6699,1,56454,56456
6700,5,56466,56472
6701,1,56470,56472
6702,2,56479,56482
6703,5,56482,56488
6704,1,56509,56511
6705,7,56517,56525
6706,5,56523,56529
6707,1,56525,56527
6708,1,56530,56532
6709,2,56545,56548
6710,15,56554,56570
6711,15,56564,56580
6712,1,56569,56571
6713,2,56582,56585
6714,1,56591,56593
6715,1,56598,56600
6716,4,56636,56641
6717,15,56637,56653
6718,12,56672,56685
6719,9,56673,56683
6720,1,56674,56676
6721,7,56682,56690
6722,6,56683,56690
6723,5,56688,56694
6724,9,56694,56704
6725,1,56708,56710
6726,1,56710,56712
6727,1,56718,56720
6728,5,56720,56726
6729,14,56728,56743
6730,5,56739,56745
6731,3,56757,56761
6732,20,56775,56796
6733,16,56782,56799
6734,4,56792,56797
6735,4,56795,56800
6736,6,56811,56818
6737,10,56813,56824
6738,9,56831,56841
6739,1,56839,56841
6740,1,56840,56842
6741,15,56848,56864
6742,1,56850,56852
6743,4,56853,56858
6744,2,56855,56858
6745,4,56858,56863
6746,1,56880,56882
6747,15,56882,56898
6748,6,56891,56898
6749,11,56911,56923
6750,2,56916,56919
6751,1,56933,56935
6752,5,56933,56939
6753,3,56942,56946
6754,1,56969,56971
6755,3,56972,56976
6756,2,56974,56977
6757,6,56977,56984
6758,5,56987,56993
6759,2,56992,56995
6760,2,56994,56997
6761,17,56994,57012
6762,5,57020,57026
6763,1,57026,57028
6764,2,57028,57031
6765,1,57030,57032
6766,8,57031,57040
6767,2,57039,57042
6768,5,57042,57048
6769,1,57047,57049
6770,14,57068,57083
6771,7,57075,57083
6772,15,57076,57092
6773,3,57083,57087
6774,3,57087,57091
6775,6,57092,57099
6776,2,57093,57096
6777,1,57105,57107
6778,2,57123,57126
6779,3,57128,57132
6780,3,57134,57138
6781,11,57143,57155
6782,16,57155,57172
6783,1,57160,57162
6784,6,57160,57167
6785,9,57171,57181
6786,13,57187,57201
6787,1,57199,57201
6788,3,57201,57205
6789,6,57205,57212
6790,1,57208,57210
6791,1,57220,57222
6792,2,57225,57228
6793,13,57225,57239
6794,3,57244,57248
6795,13,57258,57272
6796,1,57259,57261
6797,1,57268,57270
6798,1,57269,57271
6799,1,57273,57275
6800,15,57273,57289
6801,8,57273,57282
6802,16,57276,57293
6803,10,57290,57301
6804,2,57303,57306
6805,4,57305,57310
6806,3,57320,57324
6807,17,57326,57344
6808,13,57334,57348
6809,5,57343,57349
6810,1,57355,57357
6811,18,57360,57379
6812,7,57364,57372
6813,8,57372,57381
6814,1,57375,57377
6815,2,57375,57378
6816,12,57386,57399
6817,3,57387,57391
6818,1,57388,57390
6819,10,57398,57409
6820,2,57401,57404
6821,1,57402,57404
6822,1,57420,57422
6823,8,57424,57433
6824,5,57426,57432
6825,3,57436,57440
6826,6,57444,57451
6827,5,57446,57452
6828,1,57453,57455
6829,17,57457,57475
6830,1,57481,57483
6831,2,57482,57485
6832,16,57482,57499
6833,4,57485,57490
6834,4,57499,57504
6835,5,57502,57508
6836,3,57510,57514
6837,1,57513,57515
6838,7,57534,57542
6839,8,57541,57550
6840,1,57550,57552
6841,1,57553,57555
6842,1,57563,57565
6843,3,57571,57575
6844,1,57573,57575
6845,1,57574,57576
6846,4,57576,57581
6847,3,57582,57586
6848,1,57584,57586
6849,3,57598,57602
6850,20,57620,57641
6851,11,57644,57656
6852,11,57647,57659
6853,1,57658,57660
6854,1,57660,57662
6855,2,57666,57669
6856,5,57675,57681
6857,3,57684,57688
6858,3,57690,57694
6859,1,57693,57695
6860,5,57694,57700
6861,10,57703,57714
6862,4,57713,57718
6863,3,57727,57731
6864,1,57741,57743
6865,1,57763,57765
6866,8,57763,57772
6867,16,57775,57792
6868,7,57790,57798
6869,9,57818,57828
6870,1,57827,57829
6871,3,57840,57844
6872,9,57840,57850
6873,19,57863,57883
6874,10,57871,57882
6875,6,57876,57883
6876,14,57881,57896
6877,8,57881,57890
6878,5,57881,57887
6879,1,57900,57902
6880,5,57901,57907
6881,1,57918,57920
6882,8,57920,57929
6883,2,57920,57923
6884,18,57921,57940
6885,19,57937,57957
6886,1,57942,57944
6887,3,57946,57950
6888,6,57950,57957
6889,2,57959,57962
6890,3,57971,57975
6891,4,57982,57987
6892,2,57992,57995
6893,14,57992,58007
6894,13,57993,58007
6895,3,57994,57998
6896,1,58007,58009
6897,18,58022,58041
6898,15,58031,58047
6899,2,58035,58038
6900,4,58062,58067
6901,6,58071,58078
6902,1,58074,58076
6903,9,58084,58094
6904,2,58084,58087
6905,12,58126,58139
6906,15,58151,58167
6907,3,58157,58161
6908,2,58159,58162
6909,3,58165,58169
6910,9,58183,58193
6911,1,58185,58187
6912,1,58195,58197
6913,1,58198,58200
6914,6,58204,58211
6915,20,58217,58238
6916,1,58220,58222
6917,2,58223,58226
6918,1,58235,58237
6919,6,58250,58257
6920,1,58267,58269
6921,5,58274,58280
6922,3,58276,58280
6923,1,58291,58293
6924,2,58295,58298
6925,3,58317,58321
6926,1,58321,58323
6927,2,58361,58364
6928,1,58374,58376
6929,1,58374,58376
6930,12,58382,58395
6931,2,58392,58395
6932,8,58402,58411
6933,5,58406,58412
6934,17,58406,58424
6935,13,58437,58451
6936,4,58455,58460
6937,8,58464,58473
6938,1,58468,58470
6939,6,58469,58476
6940,3,58476,58480
6941,1,58479,58481
6942,2,58497,58500
6943,3,58499,58503
6944,1,58500,58502
6945,1,58525,58527
6946,13,58527,58541
6947,2,58531,58534
6948,1,58533,58535
6949,1,58560,58562
6950,5,58561,58567
6951,4,58562,58567
6952,2,58571,58574
6953,19,58579,58599
6954,10,58588,58599
6955,8,58588,58597
6956,3,58602,58606
6957,9,58604,58614
6958,1,58604,58606
6959,2,58605,58608
6960,3,58615,58619
6961,1,58618,58620
6962,7,58621,58629
6963,3,58630,58634
6964,8,58651,58660
6965,1,58653,58655
6966,4,58666,58671
6967,12,58679,58692
6968,2,58679,58682
6969,8,58687,58696
6970,8,58698,58707
6971,10,58699,58710
6972,12,58701,58714
6973,11,58713,58725
6974,7,58721,58729
6975,2,58726,58729
6976,2,58735,58738
6977,2,58742,58745
6978,9,58760,58770
6979,6,58770,58777
6980,7,58770,58778
6981,2,58777,58780
6982,3,58780,58784
6983,1,58784,58786
6984,3,58788,58792
6985,1,58797,58799
6986,3,58800,58804
6987,3,58807,58811
6988,10,58815,58826
6989,1,58816,58818
6990,3,58821,58825
6991,10,58824,58835
6992,14,58844,58859
6993,14,58861,58876
6994,6,58870,58877
6995,14,58878,58893
6996,11,58882,58894
6997,9,58894,58904
6998,1,58898,58900
6999,11,58911,58923
7000,4,58932,58937
7001,1,58935,58937
7002,12,58984,58997
7003,8,58995,59004
7004,1,59024,59026
7005,1,59034,59036
7006,19,59055,59075
7007,14,59074,59089
7008,1,59074,59076
7009,20,59083,59104
7010,1,59089,59091
7011,11,59096,59108
7012,2,59105,59108
7013,8,59106,59115
7014,1,59113,59115
7015,7,59124,59132
7016,14,59128,59143
7017,2,59129,59132
7018,1,59135,59137
7019,1,59137,59139
7020,6,59140,59147
7021,20,59154,59175
7022,5,59157,59163
7023,6,59158,59165
7024,1,59170,59172
7025,3,59171,59175
7026,1,59176,59178
7027,3,59182,59186
7028,1,59191,59193
7029,6,59208,59215
7030,1,59210,59212
7031,1,59214,59216
7032,20,59227,59248
7033,13,59227,59241
7034,5,59238,59244
7035,1,59238,59240
7036,20,59241,59262
7037,1,59245,59247
7038,6,59257,59264
7039,8,59271,59280
7040,10,59276,59287
7041,1,59279,59281
7042,8,59280,59289
7043,3,59291,59295
7044,1,59305,59307
7045,2,59305,59308
7046,4,59322,59327
7047,4,59329,59334
7048,6,59335,59342
7049,3,59341,59345
7050,10,59346,59357
7051,20,59348,59369
7052,2,59355,59358
7053,20,59359,59380
7054,1,59367,59369
7055,6,59374,59381
7056,1,59377,59379
7057,5,59379,59385
7058,2,59394,59397
7059,1,59399,59401
7060,2,59400,59403
7061,1,59421,59423
7062,16,59427,59444
7063,2,59440,59443
7064,1,59451,59453
7065,1,59457,59459
7066,1,59460,59462
7067,20,59475,59496
7068,1,59476,59478
7069,8,59488,59497
7070,10,59499,59510
7071,2,59507,59510
7072,16,59532,59549
7073,10,59542,59553
7074,2,59546,59549
7075,4,59571,59576
7076,4,59573,59578
7077,3,59582,59586
7078,3,59591,59595
7079,7,59596,59604
7080,4,59602,59607
7081,3,59608,59612
7082,14,59613,59628
7083,2,59632,59635
7084,2,59633,59636
7085,1,59639,59641
7086,1,59649,59651
7087,1,59661,59663
7088,5,59687,59693
7089,1,59695,59697
7090,4,59701,59706
7091,1,59712,59714
7092,1,59720,59722
7093,9,59738,59748
7094,9,59749,59759
7095,1,59758,59760
7096,3,59769,59773
7097,2,59772,59775
7098,1,59778,59780
7099,4,59792,59797
7100,1,59806,59808
7101,1,59815,59817
7102,4,59817,59822
7103,16,59841,59858
7104,3,59853,59857
7105,1,59856,59858
7106,1,59859,59861
7107,17,59863,59881
7108,18,59883,59902
7109,1,59888,59890
7110,1,59904,59906
7111,6,59905,59912
7112,4,59909,59914
7113,13,59915,59929
7114,9,59920,59930
7115,7,59921,59929
7116,3,59923,59927
7117,1,59923,59925
7118,5,59924,59930
7119,9,59937,59947
7120,18,59942,59961
7121,1,59947,59949
7122,11,59951,59963
7123,1,59954,59956
7124,8,59961,59970
7125,3,59967,59971
7126,2,59973,59976
7127,17,59987,60005
7128,1,60026,60028
7129,6,60048,60055
7130,1,60075,60077
7131,1,60086,60088
7132,18,60105,60124
7133,5,60108,60114
7134,1,60112,60114
7135,1,60115,60117
7136,14,60116,60131
7137,1,60117,60119
7138,16,60118,60135
7139,2,60125,60128
7140,14,60129,60144
7141,3,60130,60134
7142,1,60143,60145
7143,1,60180,60182
7144,1,60196,60198
7145,5,60229,60235
7146,2,60236,60239
7147,1,60238,60240
7148,1,60250,60252
7149,8,60259,60268
7150,18,60263,60282
7151,1,60287,60289
7152,1,60287,60289
7153,7,60294,60302
7154,1,60306,60308
7155,2,60312,60315
7156,4,60324,60329
7157,12,60325,60338
7158,1,60333,60335
7159,4,60340,60345
7160,16,60346,60363
7161,1,60360,60362
7162,2,60367,60370
7163,5,60371,60377
7164,1,60375,60377
7165,2,60377,60380
7166,3,60407,60411
7167,1,60411,60413
7168,2,60415,60418
7169,11,60441,60453
7170,5,60447,60453
7171,5,60464,60470
7172,2,60470,60473
7173,4,60485,60490
7174,1,60487,60489
7175,1,60493,60495
7176,18,60494,60513
7177,3,60498,60502
7178,5,60498,60504
7179,12,60504,60517
7180,13,60504,60518
7181,1,60516,60518
7182,15,60516,60532
7183,3,60516,60520
7184,3,60517,60521
7185,8,60520,60529
7186,3,60522,60526
7187,2,60524,60527
7188,1,60528,60530
7189,8,60536,60545
7190,7,60538,60546
7191,15,60540,60556
7192,16,60545,60562
7193,1,60546,60548
7194,1,60547,60549
7195,1,60571,60573
7196,12,60581,60594
7197,16,60584,60601
7198,4,60584,60589
7199,2,60586,60589
7200,16,60587,60604
7201,2,60591,60594
7202,1,60596,60598
7203,4,60603,60608
7204,11,60611,60623
7205,4,60612,60617
7206,14,60629,60644
7207,12,60630,60643
7208,1,60650,60652
7209,6,60651,60658
7210,2,60675,60678
7211,1,60685,60687
7212,11,60708,60720
7213,6,60711,60718
7214,19,60729,60749
7215,1,60736,60738
7216,11,60745,60757
7217,17,60758,60776
7218,7,60786,60794
7219,11,60796,60808
7220,1,60834,60836
7221,6,60839,60846
7222,6,60842,60849
7223,1,60844,60846
7224,2,60850,60853
7225,5,60851,60857
7226,6,60854,60861
7227,2,60869,60872
7228,2,60884,60887
7229,1,60886,60888
7230,6,60891,60898
7231,5,60940,60946
7232,1,60949,60951
7233,17,60951,60969
7234,7,60979,60987
7235,6,60983,60990
7236,5,60989,60995
7237,3,60995,60999
7238,1,61003,61005
7239,4,61006,61011
7240,3,61018,61022
7241,2,61027,61030
7242,2,61033,61036
7243,14,61048,61063
7244,7,61051,61059
7245,1,61059,61061
7246,7,61067,61075
7247,1,61071,61073
7248,2,61094,61097
7249,13,61108,61122
7250,3,61111,61115
7251,2,61131,61134
7252,2,61156,61159
7253,6,61173,61180
7254,6,61184,61191
7255,1,61184,61186
7256,20,61201,61222
7257,8,61209,61218
7258,2,61212,61215
7259,14,61225,61240
7260,7,61227,61235
7261,1,61241,61243
7262,6,61241,61248
7263,1,61244,61246
7264,4,61252,61257
7265,2,61283,61286
7266,1,61293,61295
7267,14,61293,61308
7268,7,61297,61305
7269,17,61306,61324
7270,5,61308,61314
7271,6,61320,61327
7272,1,61332,61334
7273,1,61349,61351
7274,13,61350,61364
7275,12,61366,61379
7276,4,61395,61400
7277,20,61397,61418
7278,7,61421,61429
7279,8,61429,61438
7280,20,61443,61464
7281,1,61444,61446
7282,5,61449,61455
7283,9,61450,61460
7284,12,61469,61482
7285,8,61475,61484
7286,5,61483,61489
7287,13,61511,61525
7288,10,61516,61527
7289,1,61543,61545
7290,2,61544,61547
7291,2,61544,61547
7292,1,61545,61547
7293,9,61557,61567
7294,4,61566,61571
7295,3,61570,61574
7296,9,61572,61582
7297,6,61573,61580
7298,6,61594,61601
7299,14,61596,61611
7300,4,61615,61620
7301,1,61639,61641
7302,3,61645,61649
7303,1,61675,61677
7304,2,61678,61681
7305,5,61680,61686
7306,14,61680,61695
7307,5,61683,61689
7308,2,61683,61686
7309,1,61686,61688
7310,3,61689,61693
7311,1,61690,61692
7312,1,61691,61693
